Date-Time,C23_Vibration_Bearing_1,C23_Vibration_Bearing_2,C23_Vibration_Bearing_3,C23_Vibration_Bearing_4,,,
2020-04-17T17:50:01,0.06087,0.07559,0.07429,0.04325,,,
2020-04-17T18:20:01,0.06042,0.07345,0.07509,0.04311,,,
2020-04-17T18:50:01,0.06068,0.07309,0.07333,0.04318,,,
2020-04-17T19:20:01,0.05981,0.07343,0.07532,0.04312,,,
2020-04-17T19:50:01,0.06136,0.07324,0.07411,0.04316,,,
2020-04-17T20:20:01,0.05909,0.07207,0.07386,0.04310,,,
2020-04-17T20:50:01,0.05932,0.07202,0.07184,0.04314,,,
2020-04-17T21:20:01,0.05923,0.07529,0.07384,0.04325,,,
2020-04-17T21:50:01,0.05921,0.07479,0.07195,0.04322,,,
2020-04-17T22:20:01,0.05867,0.07545,0.07525,0.04311,,,
2020-04-17T22:50:01,0.06066,0.07489,0.07555,0.04328,,,
2020-04-17T23:20:01,0.06172,0.07256,0.07453,0.04308,,,
2020-04-17T23:50:01,0.05979,0.07418,0.07525,0.04314,,,
2020-04-18T00:20:01,0.05996,0.07316,0.07297,0.04310,,,
2020-04-18T00:50:01,0.06147,0.07413,0.07209,0.04325,,,
2020-04-18T01:20:01,0.05892,0.07370,0.07404,0.04313,,,
2020-04-18T01:50:01,0.05981,0.07376,0.07364,0.04313,,,
2020-04-18T02:20:01,0.06075,0.07381,0.07314,0.04310,,,
2020-04-18T02:50:01,0.05838,0.07444,0.07280,0.04316,,,
2020-04-18T03:20:01,0.06059,0.07184,0.07437,0.04313,,,
2020-04-18T03:50:01,0.06033,0.07318,0.07302,0.04325,,,
2020-04-18T04:20:01,0.06159,0.07204,0.07456,0.04314,,,
2020-04-18T04:50:01,0.06037,0.07482,0.07347,0.04314,,,
2020-04-18T05:20:01,0.06167,0.07422,0.07465,0.04313,,,
2020-04-18T05:50:01,0.06166,0.07525,0.07264,0.04325,,,
2020-04-18T06:20:01,0.05922,0.07300,0.07280,0.04327,,,
2020-04-18T06:50:01,0.05886,0.07431,0.07241,0.04307,,,
2020-04-18T07:20:01,0.06096,0.07193,0.07199,0.04307,,,
2020-04-18T07:50:01,0.06040,0.07348,0.07396,0.04309,,,
2020-04-18T08:20:01,0.05866,0.07324,0.07240,0.04327,,,
2020-04-18T08:50:01,0.05949,0.07226,0.07564,0.04326,,,
2020-04-18T09:20:01,0.05953,0.07445,0.07380,0.04325,,,
2020-04-18T09:50:01,0.06138,0.07368,0.07549,0.04322,,,
2020-04-18T10:20:01,0.05925,0.07441,0.07231,0.04311,,,
2020-04-18T10:50:01,0.05908,0.07479,0.07196,0.04317,,,
2020-04-18T11:20:01,0.06048,0.07525,0.07347,0.04323,,,
2020-04-18T11:50:01,0.06103,0.07305,0.07280,0.04319,,,
2020-04-18T12:20:01,0.06072,0.07552,0.07536,0.04315,,,
2020-04-18T12:50:01,0.06169,0.07229,0.07414,0.04310,,,
2020-04-18T13:20:01,0.05904,0.07251,0.07270,0.04319,,,
2020-04-18T13:50:01,0.05944,0.07217,0.07372,0.04317,,,
2020-04-18T14:20:01,0.05920,0.07225,0.07277,0.04323,,,
2020-04-18T14:50:01,0.06072,0.07501,0.07439,0.04309,,,
2020-04-18T15:20:01,0.06163,0.07563,0.07427,0.04317,,,
2020-04-18T15:50:01,0.06102,0.07277,0.07498,0.04313,,,
2020-04-18T16:20:01,0.06135,0.07369,0.07450,0.04328,,,
2020-04-18T16:50:01,0.05946,0.07213,0.07549,0.04312,,,
2020-04-18T17:20:01,0.05985,0.07215,0.07241,0.04320,,,
2020-04-18T17:50:01,0.06110,0.07207,0.07304,0.04319,,,
2020-04-18T18:20:01,0.06156,0.07324,0.07289,0.04317,,,
2020-04-18T18:50:01,0.05862,0.07270,0.07485,0.04308,,,
2020-04-18T19:20:01,0.06002,0.07283,0.07262,0.04311,,,
2020-04-18T19:50:01,0.06026,0.07243,0.07519,0.04324,,,
2020-04-18T20:20:01,0.05892,0.07408,0.07447,0.04309,,,
2020-04-18T20:50:01,0.05950,0.07494,0.07348,0.04317,,,
2020-04-18T21:20:01,0.05989,0.07282,0.07474,0.04324,,,
2020-04-18T21:50:01,0.05980,0.07268,0.07455,0.04323,,,
2020-04-18T22:20:01,0.06110,0.07253,0.07258,0.04318,,,
2020-04-18T22:50:01,0.05973,0.07549,0.07263,0.04323,,,
2020-04-18T23:20:01,0.06172,0.07200,0.07561,0.04308,,,
2020-04-18T23:50:01,0.06154,0.07354,0.07476,0.04323,,,
2020-04-19T00:20:01,0.06113,0.07395,0.07543,0.04326,,,
2020-04-19T00:50:01,0.06059,0.07413,0.07353,0.04310,,,
2020-04-19T01:20:01,0.05892,0.07194,0.07456,0.04308,,,
2020-04-19T01:50:01,0.05863,0.07237,0.07305,0.04322,,,
2020-04-19T02:20:01,0.05929,0.07206,0.07338,0.04326,,,
2020-04-19T02:50:01,0.05911,0.07268,0.07196,0.04319,,,
2020-04-19T03:20:01,0.06109,0.07306,0.07224,0.04317,,,
2020-04-19T03:50:01,0.06158,0.07353,0.07458,0.04324,,,
2020-04-19T04:20:01,0.06140,0.07208,0.07232,0.04321,,,
2020-04-19T04:50:01,0.05834,0.07246,0.07511,0.04320,,,
2020-04-19T05:20:01,0.06074,0.07247,0.07418,0.04325,,,
2020-04-19T05:50:01,0.06036,0.07560,0.07362,0.04322,,,
2020-04-19T06:20:01,0.06031,0.07472,0.07559,0.04328,,,
2020-04-19T06:50:01,0.06038,0.07326,0.07376,0.04308,,,
2020-04-19T07:20:01,0.06110,0.07449,0.07412,0.04315,,,
2020-04-19T07:50:01,0.05904,0.07374,0.07391,0.04326,,,
2020-04-19T08:20:01,0.06119,0.07252,0.07350,0.04314,,,
2020-04-19T08:50:01,0.05895,0.07389,0.07397,0.04322,,,
2020-04-19T09:20:01,0.06114,0.07309,0.07564,0.04316,,,
2020-04-19T09:50:01,0.05873,0.07469,0.07243,0.04313,,,
2020-04-19T10:20:01,0.06123,0.07255,0.07284,0.04319,,,
2020-04-19T10:50:01,0.05939,0.07472,0.07200,0.04314,,,
2020-04-19T11:20:01,0.05863,0.07557,0.07406,0.04327,,,
2020-04-19T11:50:01,0.05971,0.07346,0.07372,0.04318,,,
2020-04-19T12:20:01,0.06101,0.07257,0.07544,0.04313,,,
2020-04-19T12:50:01,0.05898,0.07550,0.07189,0.04307,,,
2020-04-19T13:20:01,0.06171,0.07388,0.07392,0.04318,,,
2020-04-19T13:50:01,0.06170,0.07479,0.07287,0.04321,,,
2020-04-19T14:20:01,0.06074,0.07537,0.07264,0.04314,,,
2020-04-19T14:50:01,0.06092,0.07467,0.07272,0.04320,,,
2020-04-19T15:20:01,0.06043,0.07537,0.07389,0.04315,,,
2020-04-19T15:50:01,0.05958,0.07352,0.07477,0.04311,,,
2020-04-19T16:20:01,0.06057,0.07189,0.07550,0.04326,,,
2020-04-19T16:50:01,0.05970,0.07418,0.07185,0.04321,,,
2020-04-19T17:20:01,0.06082,0.07295,0.07551,0.04319,,,
2020-04-19T17:50:01,0.05955,0.07255,0.07334,0.04317,,,
2020-04-19T18:20:01,0.06086,0.07383,0.07256,0.04317,,,
2020-04-19T18:50:01,0.06010,0.07407,0.07440,0.04311,,,
2020-04-19T19:20:01,0.06172,0.07555,0.07466,0.04318,,,
2020-04-19T19:50:01,0.05972,0.07540,0.07316,0.04314,,,
2020-04-19T20:20:01,0.05863,0.07499,0.07200,0.04325,,,
2020-04-19T20:50:01,0.06171,0.07209,0.07246,0.04309,,,
2020-04-19T21:20:01,0.06122,0.07392,0.07402,0.04323,,,
2020-04-19T21:50:01,0.06059,0.07195,0.07189,0.04308,,,
2020-04-19T22:20:01,0.05914,0.07271,0.07373,0.04318,,,
2020-04-19T22:50:01,0.06064,0.07249,0.07340,0.04319,,,
2020-04-19T23:20:01,0.06108,0.07517,0.07270,0.04318,,,
2020-04-19T23:50:01,0.05955,0.07368,0.07536,0.04318,,,
2020-04-20T00:20:01,0.06099,0.07559,0.07207,0.04324,,,
2020-04-20T00:50:01,0.06084,0.07375,0.07416,0.04313,,,
2020-04-20T01:20:01,0.05903,0.07234,0.07309,0.04316,,,
2020-04-20T01:50:01,0.06128,0.07424,0.07286,0.04316,,,
2020-04-20T02:20:01,0.05925,0.07354,0.07402,0.04307,,,
2020-04-20T02:50:01,0.06099,0.07185,0.07348,0.04320,,,
2020-04-20T03:20:01,0.05888,0.07521,0.07204,0.04313,,,
2020-04-20T03:50:01,0.06028,0.07222,0.07435,0.04312,,,
2020-04-20T04:20:01,0.06059,0.07363,0.07501,0.04317,,,
2020-04-20T04:50:01,0.06032,0.07366,0.07372,0.04327,,,
2020-04-20T05:20:01,0.05989,0.07486,0.07512,0.04315,,,
2020-04-20T05:50:01,0.06081,0.07197,0.07273,0.04310,,,
2020-04-20T06:20:01,0.06063,0.07401,0.07188,0.04319,,,
2020-04-20T06:50:01,0.05978,0.07447,0.07434,0.04327,,,
2020-04-20T07:20:01,0.06096,0.07517,0.07304,0.04317,,,
2020-04-20T07:50:01,0.05934,0.07446,0.07548,0.04315,,,
2020-04-20T08:20:01,0.05862,0.07214,0.07462,0.04322,,,
2020-04-20T08:50:01,0.06003,0.07372,0.07359,0.04316,,,
2020-04-20T09:20:01,0.06110,0.07421,0.07541,0.04313,,,
2020-04-20T09:50:01,0.05840,0.07342,0.07468,0.04308,,,
2020-04-20T10:20:01,0.05848,0.07523,0.07525,0.04314,,,
2020-04-20T10:50:01,0.06102,0.07370,0.07369,0.04318,,,
2020-04-20T11:20:01,0.06082,0.07198,0.07325,0.04307,,,
2020-04-20T11:50:01,0.06057,0.07336,0.07394,0.04310,,,
2020-04-20T12:20:01,0.06157,0.07234,0.07320,0.04326,,,
2020-04-20T12:50:01,0.06002,0.07235,0.07338,0.04310,,,
2020-04-20T13:20:01,0.06013,0.07211,0.07298,0.04325,,,
2020-04-20T13:50:01,0.05987,0.07409,0.07382,0.04314,,,
2020-04-20T14:20:01,0.05856,0.07560,0.07444,0.04328,,,
2020-04-20T14:50:01,0.06125,0.07503,0.07478,0.04312,,,
2020-04-20T15:20:01,0.06035,0.07291,0.07524,0.04322,,,
2020-04-20T15:50:01,0.06127,0.07341,0.07472,0.04316,,,
2020-04-20T16:20:01,0.05880,0.07190,0.07437,0.04311,,,
2020-04-20T16:50:01,0.05947,0.07291,0.07376,0.04326,,,
2020-04-20T17:20:01,0.05965,0.07300,0.07388,0.04313,,,
2020-04-20T17:50:01,0.05940,0.07446,0.07514,0.04317,,,
2020-04-20T18:20:01,0.06034,0.07504,0.07542,0.04310,,,
2020-04-20T18:50:01,0.05919,0.07547,0.07382,0.04327,,,
2020-04-20T19:20:01,0.05895,0.07366,0.07496,0.04313,,,
2020-04-20T19:50:01,0.06104,0.07361,0.07369,0.04325,,,
2020-04-20T20:20:01,0.06132,0.07356,0.07316,0.04322,,,
2020-04-20T20:50:01,0.06103,0.07206,0.07406,0.04315,,,
2020-04-20T21:20:01,0.06016,0.07533,0.07362,0.04323,,,
2020-04-20T21:50:01,0.05950,0.07295,0.07561,0.04311,,,
2020-04-20T22:20:01,0.06048,0.07445,0.07297,0.04327,,,
2020-04-20T22:50:01,0.06026,0.07471,0.07358,0.04318,,,
2020-04-20T23:20:01,0.05894,0.07535,0.07224,0.04320,,,
2020-04-20T23:50:01,0.06033,0.07372,0.07448,0.04312,,,
2020-04-21T00:20:01,0.05961,0.07328,0.07483,0.04320,,,
2020-04-21T00:50:01,0.06122,0.07248,0.07345,0.04307,,,
2020-04-21T01:20:01,0.05889,0.07521,0.07314,0.04325,,,
2020-04-21T01:50:01,0.06167,0.07348,0.07408,0.04317,,,
2020-04-21T02:20:01,0.05887,0.07496,0.07451,0.04325,,,
2020-04-21T02:50:01,0.06112,0.07507,0.07393,0.04307,,,
2020-04-21T03:20:01,0.05917,0.07212,0.07432,0.04308,,,
2020-04-21T03:50:01,0.05859,0.07515,0.07442,0.04327,,,
2020-04-21T04:20:01,0.06164,0.07394,0.07542,0.04315,,,
2020-04-21T04:50:01,0.06059,0.07228,0.07386,0.04312,,,
2020-04-21T05:20:01,0.05859,0.07296,0.07481,0.04328,,,
2020-04-21T05:50:01,0.06164,0.07500,0.07213,0.04323,,,
2020-04-21T06:20:01,0.05995,0.07351,0.07468,0.04311,,,
2020-04-21T06:50:01,0.05910,0.07508,0.07477,0.04316,,,
2020-04-21T07:20:01,0.06143,0.07421,0.07342,0.04327,,,
2020-04-21T07:50:01,0.05993,0.07230,0.07395,0.04328,,,
2020-04-21T08:20:01,0.06146,0.07190,0.07409,0.04321,,,
2020-04-21T08:50:01,0.05847,0.07334,0.07219,0.04314,,,
2020-04-21T09:20:01,0.06120,0.07319,0.07518,0.04317,,,
2020-04-21T09:50:01,0.06041,0.07213,0.07263,0.04308,,,
2020-04-21T10:20:01,0.06039,0.07526,0.07189,0.04317,,,
2020-04-21T10:50:01,0.06102,0.07511,0.07424,0.04321,,,
2020-04-21T11:20:01,0.06101,0.07563,0.07447,0.04328,,,
2020-04-21T11:50:01,0.05969,0.07542,0.07343,0.04322,,,
2020-04-21T12:20:01,0.05843,0.07266,0.07414,0.04312,,,
2020-04-21T12:50:01,0.06102,0.07561,0.07546,0.04320,,,
2020-04-21T13:20:01,0.06059,0.07423,0.07524,0.04317,,,
2020-04-21T13:50:01,0.05891,0.07283,0.07557,0.04328,,,
2020-04-21T14:20:01,0.05909,0.07513,0.07274,0.04308,,,
2020-04-21T14:50:01,0.06041,0.07288,0.07306,0.04325,,,
2020-04-21T15:20:01,0.06007,0.07190,0.07294,0.04326,,,
2020-04-21T15:50:01,0.06005,0.07262,0.07377,0.04311,,,
2020-04-21T16:20:01,0.06051,0.07422,0.07442,0.04322,,,
2020-04-21T16:50:01,0.06031,0.07221,0.07512,0.04316,,,
2020-04-21T17:20:01,0.05965,0.07467,0.07522,0.04326,,,
2020-04-21T17:50:01,0.05870,0.07511,0.07492,0.04324,,,
2020-04-21T18:20:01,0.06148,0.07418,0.07450,0.04318,,,
2020-04-21T18:50:01,0.06105,0.07358,0.07387,0.04309,,,
2020-04-21T19:20:01,0.05886,0.07448,0.07336,0.04326,,,
2020-04-21T19:50:01,0.06037,0.07557,0.07498,0.04316,,,
2020-04-21T20:20:01,0.06162,0.07250,0.07218,0.04308,,,
2020-04-21T20:50:01,0.06132,0.07224,0.07534,0.04322,,,
2020-04-21T21:20:01,0.06060,0.07565,0.07198,0.04311,,,
2020-04-21T21:50:01,0.06014,0.07261,0.07501,0.04308,,,
2020-04-21T22:20:01,0.05977,0.07396,0.07307,0.04325,,,
2020-04-21T22:50:01,0.05916,0.07218,0.07356,0.04322,,,
2020-04-21T23:20:01,0.06080,0.07290,0.07559,0.04311,,,
2020-04-21T23:50:01,0.05964,0.07406,0.07471,0.04314,,,
2020-04-22T00:20:01,0.06162,0.07214,0.07489,0.04311,,,
2020-04-22T00:50:01,0.05871,0.07477,0.07432,0.04317,,,
2020-04-22T01:20:01,0.06033,0.07484,0.07324,0.04309,,,
2020-04-22T01:50:01,0.05970,0.07404,0.07386,0.04322,,,
2020-04-22T02:20:01,0.06022,0.07213,0.07532,0.04327,,,
2020-04-22T02:50:01,0.05926,0.07292,0.07218,0.04309,,,
2020-04-22T03:20:01,0.05984,0.07237,0.07315,0.04324,,,
2020-04-22T03:50:01,0.05972,0.07396,0.07374,0.04315,,,
2020-04-22T04:20:01,0.06113,0.07395,0.07263,0.04325,,,
2020-04-22T04:50:01,0.05849,0.07423,0.07533,0.04321,,,
2020-04-22T05:20:01,0.05965,0.07263,0.07231,0.04312,,,
2020-04-22T05:50:01,0.05878,0.07244,0.07449,0.04325,,,
2020-04-22T06:20:01,0.05960,0.07422,0.07357,0.04313,,,
2020-04-22T06:50:01,0.05877,0.07530,0.07563,0.04319,,,
2020-04-22T07:20:01,0.06030,0.07248,0.07523,0.04323,,,
2020-04-22T07:50:01,0.06111,0.07489,0.07510,0.04320,,,
2020-04-22T08:20:01,0.05851,0.07484,0.07255,0.04328,,,
2020-04-22T08:50:01,0.06000,0.07314,0.07441,0.04325,,,
2020-04-22T09:20:01,0.05853,0.07284,0.07320,0.04315,,,
2020-04-22T09:50:01,0.05951,0.07230,0.07348,0.04309,,,
2020-04-22T10:20:01,0.06120,0.07326,0.07522,0.04325,,,
2020-04-22T10:50:01,0.05971,0.07352,0.07191,0.04314,,,
2020-04-22T11:20:01,0.06004,0.07345,0.07401,0.04311,,,
2020-04-22T11:50:01,0.06064,0.07488,0.07494,0.04311,,,
2020-04-22T12:20:01,0.05875,0.07469,0.07218,0.04322,,,
2020-04-22T12:50:01,0.05863,0.07262,0.07339,0.04309,,,
2020-04-22T13:20:01,0.06023,0.07362,0.07190,0.04326,,,
2020-04-22T13:50:01,0.06084,0.07424,0.07255,0.04315,,,
2020-04-22T14:20:01,0.06134,0.07473,0.07418,0.04324,,,
2020-04-22T14:50:01,0.06159,0.07268,0.07397,0.04320,,,
2020-04-22T15:20:01,0.05996,0.07441,0.07505,0.04321,,,
2020-04-22T15:50:01,0.05906,0.07389,0.07416,0.04322,,,
2020-04-22T16:20:01,0.06156,0.07465,0.07383,0.04327,,,
2020-04-22T16:50:01,0.05984,0.07340,0.07501,0.04318,,,
2020-04-22T17:20:01,0.06032,0.07460,0.07512,0.04314,,,
2020-04-22T17:50:01,0.06131,0.07536,0.07431,0.04315,,,
2020-04-22T18:20:01,0.05998,0.07469,0.07328,0.04320,,,
2020-04-22T18:50:01,0.05954,0.07308,0.07213,0.04308,,,
2020-04-22T19:20:01,0.05952,0.07188,0.07193,0.04307,,,
2020-04-22T19:50:01,0.06002,0.07242,0.07296,0.04317,,,
2020-04-22T20:20:01,0.05937,0.07200,0.07362,0.04315,,,
2020-04-22T20:50:01,0.06160,0.07471,0.07249,0.04319,,,
2020-04-22T21:20:01,0.06008,0.07546,0.07467,0.04309,,,
2020-04-22T21:50:01,0.05965,0.07516,0.07406,0.04324,,,
2020-04-22T22:20:01,0.05846,0.07268,0.07220,0.04326,,,
2020-04-22T22:50:01,0.06042,0.07347,0.07283,0.04317,,,
2020-04-22T23:20:01,0.06158,0.07252,0.07557,0.04315,,,
2020-04-22T23:50:01,0.05983,0.07365,0.07406,0.04320,,,
2020-04-23T00:20:01,0.05927,0.07542,0.07353,0.04324,,,
2020-04-23T00:50:01,0.06003,0.07224,0.07277,0.04327,,,
2020-04-23T01:20:01,0.05838,0.07535,0.07268,0.04326,,,
2020-04-23T01:50:01,0.05862,0.07482,0.07545,0.04311,,,
2020-04-23T02:20:01,0.05856,0.07258,0.07247,0.04325,,,
2020-04-23T02:50:01,0.05878,0.07392,0.07560,0.04307,,,
2020-04-23T03:20:01,0.06143,0.07333,0.07386,0.04308,,,
2020-04-23T03:50:01,0.05989,0.07424,0.07558,0.04319,,,
2020-04-23T04:20:01,0.06117,0.07277,0.07243,0.04323,,,
2020-04-23T04:50:01,0.06010,0.07385,0.07248,0.04324,,,
2020-04-23T05:20:01,0.06152,0.07421,0.07424,0.04309,,,
2020-04-23T05:50:01,0.05842,0.07528,0.07539,0.04317,,,
2020-04-23T06:20:01,0.06004,0.07192,0.07525,0.04311,,,
2020-04-23T06:50:01,0.06048,0.07508,0.07469,0.04327,,,
2020-04-23T07:20:01,0.05856,0.07213,0.07265,0.04321,,,
2020-04-23T07:50:01,0.05925,0.07254,0.07408,0.04325,,,
2020-04-23T08:20:01,0.05951,0.07454,0.07275,0.04313,,,
2020-04-23T08:50:01,0.06162,0.07476,0.07500,0.04317,,,
2020-04-23T09:20:01,0.06080,0.07560,0.07279,0.04320,,,
2020-04-23T09:50:01,0.05921,0.07216,0.07238,0.04326,,,
2020-04-23T10:20:01,0.05939,0.07368,0.07483,0.04323,,,
2020-04-23T10:50:01,0.06119,0.07297,0.07306,0.04309,,,
2020-04-23T11:20:01,0.06100,0.07213,0.07494,0.04314,,,
2020-04-23T11:50:01,0.06159,0.07496,0.07244,0.04310,,,
2020-04-23T12:20:01,0.06089,0.07460,0.07564,0.04315,,,
2020-04-23T12:50:01,0.06091,0.07380,0.07352,0.04323,,,
2020-04-23T13:20:01,0.06112,0.07415,0.07241,0.04323,,,
2020-04-23T13:50:01,0.05872,0.07520,0.07440,0.04322,,,
2020-04-23T14:20:01,0.05860,0.07363,0.07249,0.04312,,,
2020-04-23T14:50:01,0.06083,0.07421,0.07497,0.04324,,,
2020-04-23T15:20:01,0.06160,0.07417,0.07373,0.04324,,,
2020-04-23T15:50:01,0.05859,0.07204,0.07283,0.04324,,,
2020-04-23T16:20:01,0.06012,0.07355,0.07526,0.04314,,,
2020-04-23T16:50:01,0.05885,0.07397,0.07474,0.04323,,,
2020-04-23T17:20:01,0.06032,0.07373,0.07280,0.04307,,,
2020-04-23T17:50:01,0.06091,0.07369,0.07415,0.04311,,,
2020-04-23T18:20:01,0.05884,0.07487,0.07309,0.04307,,,
2020-04-23T18:50:01,0.05948,0.07289,0.07229,0.04314,,,
2020-04-23T19:20:01,0.06114,0.07351,0.07235,0.04327,,,
2020-04-23T19:50:01,0.06071,0.07342,0.07516,0.04316,,,
2020-04-23T20:20:01,0.06121,0.07282,0.07343,0.04326,,,
2020-04-23T20:50:01,0.06091,0.07402,0.07334,0.04324,,,
2020-04-23T21:20:01,0.05980,0.07460,0.07303,0.04308,,,
2020-04-23T21:50:01,0.06063,0.07184,0.07375,0.04315,,,
2020-04-23T22:20:01,0.05872,0.07355,0.07294,0.04318,,,
2020-04-23T22:50:01,0.06095,0.07212,0.07431,0.04317,,,
2020-04-23T23:20:01,0.05963,0.07552,0.07487,0.04325,,,
2020-04-23T23:50:01,0.06075,0.07323,0.07212,0.04314,,,
2020-04-24T00:20:01,0.06002,0.07472,0.07253,0.04312,,,
2020-04-24T00:50:01,0.05906,0.07503,0.07219,0.04316,,,
2020-04-24T01:20:01,0.05953,0.07270,0.07251,0.04325,,,
2020-04-24T01:50:01,0.05956,0.07350,0.07508,0.04307,,,
2020-04-24T02:20:01,0.05989,0.07436,0.07294,0.04321,,,
2020-04-24T02:50:01,0.06022,0.07219,0.07563,0.04310,,,
2020-04-24T03:20:01,0.06032,0.07322,0.07452,0.04312,,,
2020-04-24T03:50:01,0.06072,0.07300,0.07559,0.04311,,,
2020-04-24T04:20:01,0.06028,0.07318,0.07306,0.04322,,,
2020-04-24T04:50:01,0.06163,0.07263,0.07210,0.04325,,,
2020-04-24T05:20:01,0.05937,0.07205,0.07419,0.04311,,,
2020-04-24T05:50:01,0.06140,0.07359,0.07304,0.04311,,,
2020-04-24T06:20:01,0.06111,0.07245,0.07316,0.04316,,,
2020-04-24T06:50:01,0.06028,0.07465,0.07371,0.04317,,,
2020-04-24T07:20:01,0.06107,0.07392,0.07563,0.04319,,,
2020-04-24T07:50:01,0.06060,0.07321,0.07371,0.04313,,,
2020-04-24T08:20:01,0.05850,0.07214,0.07285,0.04315,,,
2020-04-24T08:50:01,0.06104,0.07486,0.07425,0.04314,,,
2020-04-24T09:20:01,0.05948,0.07526,0.07258,0.04315,,,
2020-04-24T09:50:01,0.06163,0.07247,0.07233,0.04322,,,
2020-04-24T10:20:01,0.05833,0.07456,0.07502,0.04309,,,
2020-04-24T10:50:01,0.05939,0.07332,0.07337,0.04325,,,
2020-04-24T11:20:01,0.06142,0.07503,0.07515,0.04323,,,
2020-04-24T11:50:01,0.06019,0.07280,0.07395,0.04312,,,
2020-04-24T12:20:01,0.05851,0.07383,0.07413,0.04318,,,
2020-04-24T12:50:01,0.05838,0.07551,0.07378,0.04325,,,
2020-04-24T13:20:01,0.05865,0.07466,0.07331,0.04324,,,
2020-04-24T13:50:01,0.06054,0.07528,0.07375,0.04316,,,
2020-04-24T14:20:01,0.05945,0.07226,0.07363,0.04311,,,
2020-04-24T14:50:01,0.06030,0.07264,0.07244,0.04322,,,
2020-04-24T15:20:01,0.06010,0.07329,0.07456,0.04327,,,
2020-04-24T15:50:01,0.05840,0.07462,0.07563,0.04309,,,
2020-04-24T16:20:01,0.05997,0.07546,0.07512,0.04319,,,
2020-04-24T16:50:01,0.05978,0.07195,0.07195,0.04311,,,
2020-04-24T17:20:01,0.05969,0.07429,0.07564,0.04315,,,
2020-04-24T17:50:01,0.06051,0.07455,0.07485,0.04311,,,
2020-04-24T18:20:01,0.06145,0.07400,0.07466,0.04315,,,
2020-04-24T18:50:01,0.05918,0.07388,0.07509,0.04328,,,
2020-04-24T19:20:01,0.05969,0.07472,0.07516,0.04314,,,
2020-04-24T19:50:01,0.06095,0.07201,0.07435,0.04319,,,
2020-04-24T20:20:01,0.05846,0.07317,0.07434,0.04308,,,
2020-04-24T20:50:01,0.05981,0.07255,0.07248,0.04307,,,
2020-04-24T21:20:01,0.05986,0.07198,0.07501,0.04324,,,
2020-04-24T21:50:01,0.05886,0.07283,0.07421,0.04324,,,
2020-04-24T22:20:01,0.06017,0.07512,0.07200,0.04324,,,
2020-04-24T22:50:01,0.05897,0.07235,0.07437,0.04311,,,
2020-04-24T23:20:01,0.05946,0.07285,0.07232,0.04323,,,
2020-04-24T23:50:01,0.05951,0.07562,0.07194,0.04308,,,
2020-04-25T00:20:01,0.05838,0.07449,0.07284,0.04312,,,
2020-04-25T00:50:01,0.06137,0.07442,0.07511,0.04315,,,
2020-04-25T01:20:01,0.05921,0.07483,0.07456,0.04319,,,
2020-04-25T01:50:01,0.05876,0.07370,0.07270,0.04308,,,
2020-04-25T02:20:01,0.06102,0.07261,0.07461,0.04316,,,
