Date-Time,C23?Compressors_Vibration_Probes?Vibration_Probe_1?Vibration,C23?Compressors_Vibration_Probes?Vibration_Probe_2?Vibration,C23?Compressors_Vibration_Probes?Vibration_Probe_3?Vibration,C23?Compressors_Vibration_Probes?Vibration_Probe_4?Vibration
2020-05-01T07:30:00,0.060121167,0.074104128,0.073827039,0.043136706
2020-05-01T08:00:00,0.059305689,0.072853828,0.073413278,0.043146572
2020-05-01T08:30:00,0.0606597,0.072912244,0.073310283,0.043233378
2020-05-01T09:00:00,0.060364428,0.073814011,0.072843544,0.043160033
2020-05-01T09:30:00,0.059422711,0.072976706,0.073601644,0.043163261
2020-05-01T10:00:00,0.06043955,0.07313965,0.075593394,0.043253328
2020-05-01T10:30:00,0.060227922,0.073024228,0.074604861,0.043220067
2020-05-01T11:00:00,0.058670083,0.072925039,0.072576989,0.043183261
2020-05-01T11:30:00,0.059495122,0.074710283,0.072276522,0.043236722
2020-05-01T12:00:00,0.060534694,0.074582978,0.072316889,0.043160017
2020-05-01T12:30:00,0.059615472,0.074594028,0.072133194,0.043173278
2020-05-01T13:00:00,0.060291267,0.073234211,0.073251744,0.043203394
2020-05-01T13:30:00,0.059585306,0.073081828,0.074358006,0.043136656
2020-05-01T14:00:00,0.0606809,0.074088006,0.073372294,0.043156656
2020-05-01T14:30:00,0.059410317,0.072885989,0.074233978,0.043183311
2020-05-01T15:00:00,0.058876922,0.073117639,0.073979133,0.043226639
2020-05-01T15:30:00,0.059182311,0.072023211,0.075076572,0.043236706
2020-05-01T16:00:00,0.060270233,0.072808933,0.0742915,0.043209967
2020-05-01T16:30:00,0.060192994,0.074452728,0.07329865,0.043230033
2020-05-01T17:00:00,0.060563394,0.074900467,0.074553944,0.043216622
2020-05-01T17:30:00,0.060839417,0.074529683,0.074032978,0.043273328
2020-05-01T18:00:00,0.061416872,0.07476025,0.074147189,0.043276672
2020-05-01T18:30:00,0.061209933,0.074450017,0.073872744,0.043263344
2020-05-01T19:00:00,0.060354894,0.074330167,0.074327089,0.043246672
2020-05-01T19:30:00,0.058483328,0.073976922,0.073973078,0.043220033
2020-05-01T20:00:00,0.059158883,0.073104278,0.074037072,0.043160033
2020-05-01T20:30:00,0.059894344,0.073098117,0.073962644,0.043113344
2020-05-01T21:00:00,0.059641728,0.074398272,0.0739514,0.043106656
2020-05-01T21:30:00,0.060964344,0.0734284,0.07331825,0.043166589
2020-05-01T22:00:00,0.05989975,0.074235194,0.074295211,0.043243361
2020-05-01T22:30:00,0.060446256,0.072276206,0.071990083,0.043200017
2020-05-01T23:00:00,0.060746989,0.07297975,0.072246072,0.043186656
2020-05-01T23:30:00,0.060626222,0.073572844,0.0730798,0.043160067
2020-05-02T00:00:00,0.061289783,0.073614244,0.07364945,0.043116606
2020-05-02T00:30:00,0.06098095,0.073348617,0.074376556,0.043163378
2020-05-02T01:00:00,0.05986995,0.074154761,0.074040783,0.043126639
2020-05-02T01:30:00,0.059740317,0.073108883,0.073349583,0.04316
2020-05-02T02:00:00,0.059097106,0.073634694,0.073913228,0.043196606
2020-05-02T02:30:00,0.058729733,0.0721198,0.07341105,0.043266672
2020-05-02T03:00:00,0.059762144,0.072932378,0.072918717,0.043256672
2020-05-02T03:30:00,0.060341417,0.074193144,0.073677972,0.043203411
2020-05-02T04:00:00,0.059591744,0.074256939,0.07297855,0.043103344
2020-05-02T04:30:00,0.061120633,0.073707039,0.0740012,0.043123278
2020-05-02T05:00:00,0.059837539,0.073935539,0.073298767,0.043193328
2020-05-02T05:30:00,0.059408967,0.075093661,0.074886489,0.043206656
2020-05-02T06:00:00,0.060450333,0.074956239,0.074887022,0.04322
2020-05-02T06:30:00,0.060386106,0.075296956,0.074366822,0.043229983
2020-05-02T07:00:00,0.061010083,0.074014894,0.074333078,0.043230033
2020-05-02T07:30:00,0.060174561,0.072372944,0.0739212,0.043196656
2020-05-02T08:00:00,0.059681694,0.073202728,0.072526589,0.043176722
2020-05-02T08:30:00,0.061034361,0.07395995,0.073382061,0.043163244
2020-05-02T09:00:00,0.059420633,0.073590717,0.074074728,0.043216756
2020-05-02T09:30:00,0.05898945,0.072896389,0.073108817,0.04313995
2020-05-02T10:00:00,0.060255656,0.073396389,0.0747696,0.0432
2020-05-02T10:30:00,0.060804444,0.073304044,0.074294928,0.043213311
2020-05-02T11:00:00,0.060088967,0.073035689,0.072496472,0.043190083
2020-05-02T11:30:00,0.060887406,0.074422978,0.073655122,0.043129933
2020-05-02T12:00:00,0.060366056,0.0740114,0.074351933,0.043163411
2020-05-02T12:30:00,0.060294678,0.072895722,0.072086572,0.043103278
2020-05-02T13:00:00,0.059012778,0.074136489,0.072373044,0.043163344
2020-05-02T13:30:00,0.059383828,0.073847506,0.073312344,0.043183278
2020-05-02T14:00:00,0.059655222,0.073375772,0.073761233,0.0431901
2020-05-02T14:30:00,0.061399983,0.073664644,0.073091978,0.043096622
2020-05-02T15:00:00,0.061303528,0.072276356,0.074736639,0.043176622
2020-05-02T15:30:00,0.060940217,0.072443678,0.074041217,0.043176756
2020-05-02T16:00:00,0.060370517,0.073191394,0.072779667,0.043119917
2020-05-02T16:30:00,0.059766639,0.075433478,0.073612611,0.043226656
2020-05-02T17:00:00,0.059577039,0.074597772,0.073934244,0.043196739
2020-05-02T17:30:00,0.059243144,0.073023744,0.073315872,0.043136622
2020-05-02T18:00:00,0.059716256,0.0724102,0.074333228,0.043163378
2020-05-02T18:30:00,0.06000035,0.072160017,0.074350183,0.043103344
2020-05-02T19:00:00,0.059959367,0.072176606,0.074263111,0.043129933
2020-05-02T19:30:00,0.060723328,0.072812394,0.074067439,0.043196689
2020-05-02T20:00:00,0.061049467,0.073830183,0.0737989,0.043179983
2020-05-02T20:30:00,0.061110967,0.073719817,0.074474411,0.043163394
2020-05-02T21:00:00,0.059667139,0.07394,0.073366356,0.043123278
2020-05-02T21:30:00,0.059386189,0.074296072,0.073164294,0.043150067
2020-05-02T22:00:00,0.0599001,0.07492015,0.072705506,0.043076656
2020-05-02T22:30:00,0.059507122,0.074187589,0.073843761,0.043123278
2020-05-02T23:00:00,0.05896,0.073772178,0.0730904,0.043196656
2020-05-02T23:30:00,0.0591996,0.074704094,0.0724902,0.043183378
2020-05-03T00:00:00,0.059310617,0.073866539,0.072978783,0.04313
2020-05-03T00:30:00,0.0588695,0.073640633,0.073677939,0.043169933
2020-05-03T01:00:00,0.059103944,0.073236072,0.0723297,0.043226706
2020-05-03T01:30:00,0.059371661,0.073444178,0.072919617,0.043203294
2020-05-03T02:00:00,0.060857539,0.073062278,0.073869183,0.043233361
2020-05-03T02:30:00,0.060189367,0.074552961,0.074816722,0.043160067
2020-05-03T03:00:00,0.060267806,0.0749401,0.074733361,0.043143228
2020-05-03T03:30:00,0.05892995,0.074577072,0.074227456,0.043226739
2020-05-03T04:00:00,0.059861878,0.074412794,0.073050383,0.04314
2020-05-03T04:30:00,0.06086125,0.075096606,0.073205639,0.043136672
2020-05-03T05:00:00,0.059463161,0.074411267,0.073860967,0.043166606
2020-05-03T05:30:00,0.060245706,0.073379183,0.072483694,0.043216706
2020-05-03T06:00:00,0.061270217,0.0747793,0.072249667,0.043166672
2020-05-03T06:30:00,0.060554094,0.075074244,0.072852994,0.043193278
2020-05-03T07:00:00,0.059417039,0.074182994,0.072937206,0.043250017
2020-05-03T07:30:00,0.059023244,0.074353728,0.072426439,0.043226672
2020-05-03T08:00:00,0.059326339,0.074246056,0.072739933,0.043233311
2020-05-03T08:30:00,0.059693378,0.074986656,0.0725205,0.043246689
2020-05-03T09:00:00,0.059676606,0.075123128,0.072119667,0.043229983
2020-05-03T09:30:00,0.059756656,0.074877489,0.073488383,0.043240017
2020-05-03T10:00:00,0.05974005,0.073726939,0.074704544,0.043193378
2020-05-03T10:30:00,0.060095972,0.07337005,0.073832361,0.043120033
2020-05-03T11:00:00,0.061116356,0.073419817,0.075019967,0.043126589
2020-05-03T11:30:00,0.061044078,0.074205722,0.074996772,0.043170083
2020-05-03T12:00:00,0.059577622,0.074175278,0.074820083,0.043096622
2020-05-03T12:30:00,0.058682911,0.072671944,0.073871417,0.04317995
2020-05-03T13:00:00,0.059496156,0.074226856,0.072895456,0.043183428
2020-05-03T13:30:00,0.059936956,0.073480867,0.074473128,0.043076656
2020-05-03T14:00:00,0.059969367,0.073504889,0.074556939,0.043099983
2020-05-03T14:30:00,0.060946306,0.07513085,0.0745295,0.043106689
2020-05-03T15:00:00,0.060594644,0.073357922,0.075106706,0.043093311
2020-05-03T15:30:00,0.059658933,0.071956489,0.074001767,0.04314995
2020-05-03T16:00:00,0.061116372,0.072995289,0.072738567,0.043223311
2020-05-03T16:30:00,0.060461683,0.074104244,0.073664661,0.043226706
2020-05-03T17:00:00,0.059122194,0.073329467,0.073015089,0.04320995
2020-05-03T17:30:00,0.060689667,0.074056522,0.073914994,0.043250033
2020-05-03T18:00:00,0.060830433,0.073950467,0.072019833,0.043163411
2020-05-03T18:30:00,0.060007172,0.073423278,0.072383061,0.043093294
2020-05-03T19:00:00,0.059386689,0.07346005,0.07345875,0.043133344
2020-05-03T19:30:00,0.059543028,0.073872544,0.075076472,0.043156606
2020-05-03T20:00:00,0.060272728,0.073938139,0.074421483,0.043210033
2020-05-03T20:30:00,0.06037105,0.072509433,0.07243035,0.043193294
2020-05-03T21:00:00,0.059352928,0.072996989,0.073084872,0.043249983
2020-05-03T21:30:00,0.059453978,0.073012661,0.074301567,0.043266672
2020-05-03T22:00:00,0.05859015,0.0735804,0.072666256,0.043250017
2020-05-03T22:30:00,0.05873945,0.073689017,0.073835539,0.043216689
2020-05-03T23:00:00,0.059872544,0.074533894,0.07533975,0.043183344
2020-05-03T23:30:00,0.060913178,0.074272644,0.075566789,0.043160017
2020-05-04T00:00:00,0.060491017,0.074604161,0.074444961,0.043156639
2020-05-04T00:30:00,0.059612761,0.073283878,0.072736256,0.043199983
2020-05-04T01:00:00,0.060576206,0.073012694,0.073452961,0.043210017
2020-05-04T01:30:00,0.061036822,0.073889817,0.074355906,0.043166706
2020-05-04T02:00:00,0.06046065,0.074386206,0.075256689,0.043146622
2020-05-04T02:30:00,0.05959015,0.0740415,0.074910533,0.04317005
2020-05-04T03:00:00,0.059143778,0.072462961,0.074399783,0.043103344
2020-05-04T03:30:00,0.059312161,0.073785206,0.0743006,0.04311995
2020-05-04T04:00:00,0.060124328,0.075333678,0.073020933,0.043193311
2020-05-04T04:30:00,0.059119683,0.074690383,0.072256072,0.043193378
2020-05-04T05:00:00,0.059586522,0.074239983,0.073602278,0.043163294
2020-05-04T05:30:00,0.060362328,0.074363161,0.074613761,0.043193361
2020-05-04T06:00:00,0.061513428,0.073987639,0.074572544,0.043136706
2020-05-04T06:30:00,0.061147089,0.073072911,0.074395211,0.04309
2020-05-04T07:00:00,0.060510217,0.073753044,0.073141661,0.043129933
2020-05-04T07:30:00,0.06051955,0.073421133,0.074198256,0.043176722
2020-05-04T08:00:00,0.060447689,0.072842028,0.073235089,0.043149933
2020-05-04T08:30:00,0.059003694,0.074004011,0.074747306,0.043206706
2020-05-04T09:00:00,0.059065839,0.073775689,0.073527422,0.043183294
2020-05-04T09:30:00,0.0597006,0.074943344,0.072676572,0.043183411
2020-05-04T10:00:00,0.058786989,0.075036489,0.073355722,0.04309
2020-05-04T10:30:00,0.0594782,0.075133528,0.074573194,0.043093328
2020-05-04T11:00:00,0.061077606,0.074743594,0.074823194,0.043119967
2020-05-04T11:30:00,0.059853494,0.073857622,0.075189667,0.043143361
2020-05-04T12:00:00,0.0594803,0.073605172,0.075250567,0.043116656
2020-05-04T12:30:00,0.059026822,0.074967389,0.074919417,0.043156622
2020-05-04T13:00:00,0.058760133,0.074103328,0.075600033,0.043219983
2020-05-04T13:30:00,0.059282194,0.073644111,0.075154011,0.043186756
2020-05-04T14:00:00,0.060596756,0.0727699,0.074533011,0.043093311
2020-05-04T14:30:00,0.059847739,0.073648733,0.074407522,0.043156606
2020-05-04T15:00:00,0.058836206,0.07448115,0.073766022,0.043203378
2020-05-04T15:30:00,0.059133761,0.073422794,0.073980933,0.043140017
2020-05-04T16:00:00,0.058763094,0.074505939,0.073236039,0.043159933
2020-05-04T16:30:00,0.059629033,0.074398306,0.073514128,0.043246656
2020-05-04T17:00:00,0.060766706,0.073042311,0.072683128,0.043196772
2020-05-04T17:30:00,0.060037806,0.073481317,0.072687072,0.043073328
2020-05-04T18:00:00,0.0591492,0.072329283,0.073185022,0.043129917
2020-05-04T18:30:00,0.059737289,0.072947072,0.074933711,0.04323
2020-05-04T19:00:00,0.059715456,0.073255339,0.073604794,0.043196722
2020-05-04T19:30:00,0.060444544,0.074463978,0.0723891,0.043113361
2020-05-04T20:00:00,0.059212961,0.07348035,0.074138883,0.043076672
2020-05-04T20:30:00,0.060325556,0.073708917,0.075067356,0.043093294
2020-05-04T21:00:00,0.06127065,0.074617322,0.073963794,0.043159967
2020-05-04T21:30:00,0.060576522,0.074352461,0.073013994,0.043183361
2020-05-04T22:00:00,0.060327372,0.075356739,0.072126822,0.043130033
2020-05-04T22:30:00,0.059962528,0.074265011,0.072595572,0.043096656
2020-05-04T23:00:00,0.060627172,0.073161811,0.073287706,0.043159917
2020-05-04T23:30:00,0.059823661,0.074757056,0.072542494,0.043213411
2020-05-05T00:00:00,0.059097222,0.073567872,0.073603244,0.043146622
2020-05-05T00:30:00,0.058739483,0.072938633,0.073729967,0.043180033
2020-05-05T01:00:00,0.059313411,0.07383125,0.073134394,0.043183261
2020-05-05T01:30:00,0.059952111,0.073251794,0.072781794,0.043246706
2020-05-05T02:00:00,0.060964094,0.074750583,0.074783078,0.043160067
2020-05-05T02:30:00,0.059564144,0.073514228,0.07523975,0.043136572
2020-05-05T03:00:00,0.058929433,0.072396739,0.074465128,0.043226706
2020-05-05T03:30:00,0.059323811,0.073065406,0.072389867,0.043156706
2020-05-05T04:00:00,0.059252494,0.074020933,0.073554989,0.04311
2020-05-05T04:30:00,0.060532878,0.073325956,0.0755101,0.043129967
2020-05-05T05:00:00,0.06045105,0.07409015,0.074408306,0.043143378
2020-05-05T05:30:00,0.058940417,0.074339283,0.072453311,0.043136589
2020-05-05T06:00:00,0.058939167,0.074893844,0.073065689,0.043193394
2020-05-05T06:30:00,0.059440833,0.073844061,0.074183428,0.043133311
2020-05-05T07:00:00,0.0584999,0.07276035,0.074389467,0.043183294
2020-05-05T07:30:00,0.059318833,0.072293411,0.075176422,0.043239983
2020-05-05T08:00:00,0.059937972,0.07330815,0.07508065,0.043223394
2020-05-05T08:30:00,0.05857965,0.074864444,0.07373095,0.043143344
2020-05-05T09:00:00,0.059595672,0.073300383,0.073491828,0.043163278
2020-05-05T09:30:00,0.060007972,0.073405722,0.074524628,0.043246639
2020-05-05T10:00:00,0.059514872,0.073927689,0.073143044,0.043213444
2020-05-05T10:30:00,0.060967839,0.07249035,0.073330267,0.043129917
2020-05-05T11:00:00,0.0592605,0.072911928,0.073392694,0.043180083
2020-05-05T11:30:00,0.059621728,0.074623294,0.074036872,0.0431399
2020-05-05T12:00:00,0.061363644,0.074936222,0.074309133,0.043233378
2020-05-05T12:30:00,0.060966706,0.07520045,0.074784278,0.043176672
2020-05-05T13:00:00,0.060916672,0.074373811,0.074055989,0.043160017
2020-05-05T13:30:00,0.060417489,0.073796672,0.074686972,0.043133344
2020-05-05T14:00:00,0.059390067,0.07417935,0.073814178,0.043139967
2020-05-05T14:30:00,0.0593699,0.074257839,0.073635272,0.043176672
2020-05-05T15:00:00,0.059333594,0.072723544,0.074711,0.043173328
2020-05-05T15:30:00,0.05902,0.073318583,0.074012494,0.043186656
2020-05-05T16:00:00,0.059252944,0.074404361,0.0746007,0.043183361
2020-05-05T16:30:00,0.060155939,0.073822244,0.074066156,0.04317995
2020-05-05T17:00:00,0.060683911,0.07450105,0.074137572,0.043249983
2020-05-05T17:30:00,0.05954075,0.072937172,0.073891928,0.043226739
2020-05-05T18:00:00,0.059438667,0.07277925,0.074797972,0.043130017
2020-05-05T18:30:00,0.060966789,0.074328917,0.073303211,0.043113328
2020-05-05T19:00:00,0.060034644,0.07500105,0.073093928,0.043153278
2020-05-05T19:30:00,0.058772811,0.074355639,0.072875839,0.043173411
2020-05-05T20:00:00,0.060062228,0.075463544,0.073280983,0.043126589
2020-05-05T20:30:00,0.061376689,0.074853928,0.072179867,0.043173411
2020-05-05T21:00:00,0.061266806,0.073527689,0.073102061,0.043129917
2020-05-05T21:30:00,0.060773878,0.072253411,0.073921183,0.043196722
2020-05-05T22:00:00,0.060506022,0.073075139,0.072616472,0.043146639
2020-05-05T22:30:00,0.061303294,0.074424144,0.073708567,0.043189983
2020-05-05T23:00:00,0.061326706,0.073726206,0.074970767,0.04318005
2020-05-05T23:30:00,0.060428089,0.074572844,0.073953494,0.043163261
2020-05-06T00:00:00,0.058836472,0.074541033,0.074259167,0.043236689
2020-05-06T00:30:00,0.058993461,0.073433111,0.074514578,0.043206672
2020-05-06T01:00:00,0.059372444,0.074072711,0.072916839,0.043183361
2020-05-06T01:30:00,0.060766122,0.0747002,0.072503678,0.043146672
2020-05-06T02:00:00,0.060744461,0.074539867,0.072116622,0.04314
2020-05-06T02:30:00,0.059619617,0.074493678,0.073028567,0.043156639
2020-05-06T03:00:00,0.060592478,0.073950217,0.0737916,0.043203311
2020-05-06T03:30:00,0.061460267,0.073550233,0.073028067,0.043213361
2020-05-06T04:00:00,0.060584261,0.07401875,0.075246839,0.043160033
2020-05-06T04:30:00,0.059473328,0.074867756,0.074377772,0.043129983
2020-05-06T05:00:00,0.060222094,0.073330383,0.073585772,0.043163311
2020-05-06T05:30:00,0.061313994,0.072683644,0.073774811,0.043180017
2020-05-06T06:00:00,0.060366922,0.073271728,0.0721198,0.043179967
2020-05-06T06:30:00,0.060010083,0.074777372,0.072486456,0.043233311
2020-05-06T07:00:00,0.059410833,0.073434161,0.073335672,0.043226722
2020-05-06T07:30:00,0.058912494,0.07252985,0.074569933,0.043150017
2020-05-06T08:00:00,0.059703694,0.072623478,0.074197422,0.043173261
2020-05-06T08:30:00,0.059586139,0.072433361,0.073446406,0.043196772
2020-05-06T09:00:00,0.060259933,0.072776039,0.073467156,0.043083311
2020-05-06T09:30:00,0.059930683,0.073307039,0.073345889,0.043123311
2020-05-06T10:00:00,0.059312994,0.073508917,0.074409783,0.043130033
2020-05-06T10:30:00,0.059976239,0.074666906,0.07469995,0.043113294
2020-05-06T11:00:00,0.060163878,0.0740206,0.075012911,0.043179967
2020-05-06T11:30:00,0.059237122,0.073512978,0.074684728,0.043223328
2020-05-06T12:00:00,0.059222444,0.074439167,0.073858583,0.043239983
2020-05-06T12:30:00,0.0598108,0.075123861,0.075493444,0.043223394
2020-05-06T13:00:00,0.059395756,0.074470033,0.07538995,0.043126706
2020-05-06T13:30:00,0.059974194,0.074589733,0.07464135,0.04308
2020-05-06T14:00:00,0.058973278,0.074753594,0.073735472,0.043099967
2020-05-06T14:30:00,0.059003394,0.074060633,0.07460095,0.043136672
2020-05-06T15:00:00,0.058766939,0.073782528,0.073476639,0.043166606
2020-05-06T15:30:00,0.059265289,0.074314061,0.073886039,0.043213378
2020-05-06T16:00:00,0.060098039,0.073849317,0.073901233,0.043179967
2020-05-06T16:30:00,0.058855989,0.074989467,0.073118833,0.043233311
2020-05-06T17:00:00,0.05946035,0.075393728,0.074782894,0.043226722
2020-05-06T17:30:00,0.059569117,0.07477025,0.074275061,0.043176639
2020-05-06T18:00:00,0.060733161,0.073687972,0.072609317,0.043200017
2020-05-06T18:30:00,0.060949983,0.073271411,0.073656289,0.043199967
2020-05-06T19:00:00,0.060856856,0.074468522,0.073677389,0.043230017
2020-05-06T19:30:00,0.060453628,0.073032011,0.07283995,0.043193361
2020-05-06T20:00:00,0.060505989,0.074946122,0.072916639,0.043169983
2020-05-06T20:30:00,0.060943961,0.074688189,0.073742011,0.043209967
2020-05-06T21:00:00,0.060213294,0.073186122,0.074967272,0.043200083
2020-05-06T21:30:00,0.059670983,0.073424028,0.074409717,0.043139933
2020-05-06T22:00:00,0.058886006,0.072826272,0.074204244,0.043196706
2020-05-06T22:30:00,0.059270683,0.073579533,0.073449433,0.043189933
2020-05-06T23:00:00,0.059015722,0.073471117,0.073720683,0.043230067
2020-05-06T23:30:00,0.059803911,0.073174922,0.072853411,0.043173294
2020-05-07T00:00:00,0.059848767,0.075250033,0.07332905,0.043193378
2020-05-07T00:30:00,0.060977256,0.074374728,0.07408065,0.04314
2020-05-07T01:00:00,0.060622744,0.073046089,0.073742594,0.043156639
2020-05-07T01:30:00,0.060770933,0.073643494,0.074177422,0.043180017
2020-05-07T02:00:00,0.059962811,0.073057322,0.073083644,0.04316
2020-05-07T02:30:00,0.060876189,0.072712594,0.072510333,0.043163328
2020-05-07T03:00:00,0.060677956,0.0736599,0.07327805,0.043153361
2020-05-07T03:30:00,0.058946972,0.073953044,0.074941133,0.043163261
2020-05-07T04:00:00,0.059391978,0.0740604,0.073443561,0.043196756
2020-05-07T04:30:00,0.060906856,0.073776339,0.073382978,0.043106639
2020-05-07T05:00:00,0.060031083,0.073993628,0.073347439,0.043153311
2020-05-07T05:30:00,0.059488733,0.073330517,0.073085556,0.043196639
2020-05-07T06:00:00,0.060178056,0.073185872,0.074762761,0.043226672
2020-05-07T06:30:00,0.058676389,0.074053478,0.0753901,0.043216672
2020-05-07T07:00:00,0.059745439,0.074086322,0.074261683,0.043216656
2020-05-07T07:30:00,0.060943794,0.07363145,0.073324856,0.043213361
2020-05-07T08:00:00,0.060366706,0.072805139,0.075480033,0.04318
2020-05-07T08:30:00,0.060220167,0.074144161,0.074904228,0.043170017
2020-05-07T09:00:00,0.0601398,0.072823878,0.073786739,0.043123378
2020-05-07T09:30:00,0.060539733,0.073288133,0.073616806,0.043073328
2020-05-07T10:00:00,0.060600433,0.075343644,0.073662978,0.04308
2020-05-07T10:30:00,0.060176506,0.074277822,0.074559217,0.043086656
2020-05-07T11:00:00,0.0601903,0.072773528,0.074940933,0.043123294
2020-05-07T11:30:00,0.059846639,0.073371944,0.07402965,0.043183311
2020-05-07T12:00:00,0.060229417,0.074158139,0.073890933,0.043170067
2020-05-07T12:30:00,0.0605706,0.073155389,0.072580317,0.043113294
2020-05-07T13:00:00,0.060372461,0.074996156,0.072908817,0.043173311
2020-05-07T13:30:00,0.0606413,0.074555094,0.074602878,0.043173378
2020-05-07T14:00:00,0.059662361,0.073048983,0.074920383,0.043133311
2020-05-07T14:30:00,0.060370767,0.074579483,0.073724561,0.04318995
2020-05-07T15:00:00,0.059919217,0.074294844,0.073245006,0.043206739
2020-05-07T15:30:00,0.060354178,0.072849383,0.074511217,0.043169917
2020-05-07T16:00:00,0.059140333,0.073007639,0.072790433,0.043230067
2020-05-07T16:30:00,0.059525356,0.072162794,0.072835722,0.043189933
2020-05-07T17:00:00,0.060461067,0.073136122,0.073277822,0.0432101
2020-05-07T17:30:00,0.060005289,0.073603644,0.072066372,0.043136589
2020-05-07T18:00:00,0.061047689,0.072940483,0.072942461,0.043176756
2020-05-07T18:30:00,0.060279233,0.072280133,0.073757056,0.043133228
2020-05-07T19:00:00,0.061086856,0.07244945,0.073958883,0.043220067
2020-05-07T19:30:00,0.061019733,0.072847106,0.074664394,0.043179933
2020-05-07T20:00:00,0.060567956,0.072719333,0.073642911,0.043246689
2020-05-07T20:30:00,0.058923494,0.072960933,0.0742698,0.043223328
2020-05-07T21:00:00,0.0587899,0.072272611,0.073947606,0.043190067
2020-05-07T21:30:00,0.059066406,0.073599233,0.073392378,0.043143278
2020-05-07T22:00:00,0.059270183,0.074433478,0.074054144,0.043213328
2020-05-07T22:30:00,0.059492594,0.074702594,0.073053378,0.04322
